"VOG.number"	"Host.Domain"	"Number.of.Proteins"	"Number.of.Genomes"	"Number.of.Known.Virus.Families"	"Number.of.Known.Virus.Genera"	"Proteins.Annotations"	"Mapping.to.POGs.2013"	"Short.Annotations"	"FreqVir"	"FreqHost"	"Viral Quotient"
"8394"	"VOG8876"	"Bacteria"	4	4	2	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0.0008017639	0.6263653484
"8395"	"VOG8877"	"Bacteria"	4	4	1	0	"putative regulatory protein [n=1]; XkdX domain protein [n=1]; hypothetical protein [n=1]; hypothetical membrane protein [n=1]; "	"New"	NA	0.001344086	0.1170575266	0.0113519233
"8396"	"VOG8878"	"Bacteria"	4	4	2	1	"hypothetical protein [n=4]; "	"New"	NA	0.0016801075	0	1
"8397"	"VOG8879"	"Bacteria"	4	4	1	1	"hypothetical protein RDJLphi1_gp39 [n=1]; hypothetical protein [n=1]; "	"New"	NA	0.000672043	0	1
"8398"	"VOG8880"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; hypothetical protein RDJLphi1_gp73 [n=1]; "	"New"	NA	0.0016801075	0.000200441	0.8934135597
"8399"	"VOG8881"	"Bacteria"	4	3	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.0003360215	0	1
"8400"	"VOG8882"	"Bacteria"	4	4	1	0	"major tail protein [n=3]; tail protein [n=1]; "	"New"	"tail protein"	0.0036962366	0	1
"8401"	"VOG8883"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8402"	"VOG8884"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8403"	"VOG8885"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8404"	"VOG8886"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8405"	"VOG8887"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8406"	"VOG8888"	"Bacteria"	4	4	1	0	"RecA-like recombinase [n=1]; RepA [n=1]; primase [n=1]; RecA [n=1]; "	"New"	"head protein"	0.001344086	0	1
"8407"	"VOG8889"	"Bacteria"	4	4	1	0	"hypothetical protein [n=1]; HTH DNA binding domain protein [n=1]; HTH DNA binding protein [n=1]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8408"	"VOG8890"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.0151209677	0	1
"8409"	"VOG8891"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.0023521505	0	1
"8410"	"VOG8892"	"Bacteria"	4	4	1	1	"No annotation provided [n=3]; hypothetical protein [n=1]; "	"New"	NA	0.001344086	0	1
"8411"	"VOG8893"	"Bacteria"	4	4	1	1	"hypothetical protein [n=3]; Hypothetical-Protein  [n=1]; "	"New"	NA	0.001344086	0	1
"8412"	"VOG8894"	"Bacteria"	4	4	1	1	"hypothetical protein [n=3]; Hypothetical-Protein  [n=1]; "	"New"	NA	0.002016129	0	1
"8413"	"VOG8895"	"Bacteria"	4	4	1	1	"hypothetical protein [n=3]; "	"New"	NA	0.0016801075	0	1
"8414"	"VOG8896"	"Bacteria"	4	4	1	1	"hypothetical protein [n=3]; Hypothetical-Protein  [n=1]; "	"New"	NA	0.001344086	0	1
"8415"	"VOG8897"	"Bacteria"	4	4	1	1	"hypothetical protein [n=3]; Hypothetical-Protein  [n=1]; "	"New"	NA	0.001344086	0	1
"8416"	"VOG8898"	"Bacteria"	4	4	1	1	"hypothetical protein [n=3]; Hypothetical-Protein  [n=1]; "	"New"	NA	0.001344086	0	1
"8417"	"VOG8899"	"Bacteria"	4	4	1	1	"virion structural protein [n=4]; "	"New"	NA	0.0030241935	0	1
"8418"	"VOG8900"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8419"	"VOG8901"	"Bacteria"	4	4	1	1	"hypothetical protein [n=2]; gp92 [n=1]; Hypothetical Protein [n=1]; "	"New"	NA	0.0023521505	0	1
"8420"	"VOG8902"	"Bacteria"	4	4	2	1	"hypothetical protein [n=4]; "	"New"	NA	0.0010080645	0.0020044097	0.3346300892
"8421"	"VOG8903"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; conserved protein of unknown function [n=1]; "	"New"	NA	0.001344086	0.0016035278	0.4559912257
"8422"	"VOG8904"	"Bacteria"	4	4	2	1	"hypothetical protein [n=2]; gp49 [n=1]; Gp49 [n=1]; "	"New"	NA	0.001344086	0.0723591902	0.0182364488
"8423"	"VOG8905"	"Bacteria"	4	4	1	1	"nonstructural protein [n=4]; "	"New"	NA	0.001344086	0	1
"8424"	"VOG8906"	"Bacteria"	4	4	2	1	"hypothetical protein [n=3]; Hypothetical protein [n=1]; "	"New"	NA	0.001344086	0	1
"8425"	"VOG8907"	"Bacteria"	4	4	1	0	"hypothetical protein [n=2]; Orf54 [n=1]; unknown [n=1]; "	"New"	NA	0.001344086	0.0006013229	0.6909015372
"8426"	"VOG8908"	"Bacteria"	4	4	2	1	"hypothetical protein [n=3]; Csp [n=1]; "	"New"	NA	0.001344086	0.778512728	0.0017235036
"8427"	"VOG8909"	"Archaea"	4	3	1	0	"HNH protein [n=3]; hypothetical protein [n=1]; "	"New"	NA	0.0010080645	0.0006013229	0.6263653484
"8428"	"VOG8910"	"Archaea"	4	3	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8429"	"VOG8911"	"Archaea"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8430"	"VOG8912"	"Bacteria"	4	3	1	0	"ORF12 [n=1]; gp48 protein [n=1]; ORF11 [n=1]; hypothetical protein [n=1]; "	"New"	NA	0.000672043	0	1
"8431"	"VOG8913"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8432"	"VOG8914"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8433"	"VOG8915"	"Bacteria"	4	4	1	1	"hypothetical protein [n=2]; gp33 [n=2]; "	"New"	NA	0.001344086	0	1
"8434"	"VOG8916"	"Bacteria"	4	4	2	2	"putative transposase [n=1]; ISL3 family transposase [n=1]; transposase [n=1]; transposase IRSO15-like [n=1]; "	"New"	"transposase"	0.001344086	0.1587492483	0.0083956401
"8435"	"VOG8917"	"Bacteria"	4	4	1	1	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0.0010022049	0.5728556666
"8436"	"VOG8918"	"Bacteria"	4	4	2	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8437"	"VOG8919"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.0040322581	0	1
"8438"	"VOG8920"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8439"	"VOG8921"	"Bacteria"	4	4	1	1	"hypothetical protein [n=3]; gp61 [n=1]; "	"New"	NA	0.001344086	0	1
"8440"	"VOG8922"	"Bacteria"	4	4	1	1	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8441"	"VOG8923"	"Bacteria"	4	3	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.0010080645	0.000200441	0.8341414479
"8442"	"VOG8924"	"Archaea"	4	3	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.0010080645	0	1
"8443"	"VOG8925"	"Bacteria"	4	4	1	0	"Gp40 protein [n=2]; gp52 [n=1]; hypothetical protein [n=1]; "	"New"	NA	0.001344086	0	1
"8444"	"VOG8926"	"Bacteria"	4	4	1	0	"Gp41 protein [n=2]; gp53 [n=1]; hypothetical protein [n=1]; "	"New"	NA	0.001344086	0	1
"8445"	"VOG8927"	"Bacteria"	4	4	1	0	"hypothetical protein [n=2]; gp10 [n=1]; putative tail component protein [n=1]; "	"New"	"tail protein"	0.001344086	0.0008017639	0.6263653484
"8446"	"VOG8928"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8447"	"VOG8929"	"Bacteria"	4	4	2	1	"hypothetical protein [n=2]; putative endonuclease/hydrolase [n=1]; Phi92_gp160 [n=1]; "	"New"	"nuclease"	0.001344086	0	1
"8448"	"VOG8930"	"Bacteria"	4	4	2	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.002688172	0	1
"8449"	"VOG8931"	"Bacteria"	4	3	1	1	"hypothetical protein [n=3]; gp45 [n=1]; "	"New"	NA	0.0010080645	0	1
"8450"	"VOG8932"	"Bacteria"	4	4	2	1	"hypothetical protein [n=2]; No annotation provided [n=1]; gp34.71 [n=1]; "	"New"	NA	0.001344086	0	1
"8451"	"VOG8933"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8452"	"VOG8934"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.000672043	0	1
"8453"	"VOG8935"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.000672043	0	1
"8454"	"VOG8936"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8455"	"VOG8937"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8456"	"VOG8938"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8457"	"VOG8939"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8458"	"VOG8940"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.000672043	0	1
"8459"	"VOG8941"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8460"	"VOG8942"	"Bacteria"	4	4	1	1	"hypothetical protein [n=2]; No annotation provided [n=2]; "	"New"	NA	0.001344086	0	1
"8461"	"VOG8943"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.002016129	0.0004008819	0.8341414479
"8462"	"VOG8944"	"Bacteria"	4	4	2	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8463"	"VOG8945"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8464"	"VOG8946"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8465"	"VOG8947"	"Bacteria"	4	4	1	1	"No annotation provided [n=2]; conserved hypothetical protein [n=1]; hypothetical protein [n=1]; "	"New"	NA	0.001344086	0.000200441	0.8702250131
"8466"	"VOG8948"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8467"	"VOG8949"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.002016129	0	1
"8468"	"VOG8950"	"Bacteria"	4	4	2	2	"No annotation provided [n=2]; hypothetical protein [n=1]; "	"New"	NA	0.001344086	0	1
"8469"	"VOG8951"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8470"	"VOG8952"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8471"	"VOG8953"	"Bacteria"	4	4	1	1	"hypothetical protein [n=2]; Phi92_gp208 [n=1]; No annotation provided [n=1]; "	"New"	NA	0.0010080645	0	1
"8472"	"VOG8954"	"Bacteria"	4	4	1	0	"Gp7 protein [n=2]; putative head-tail adapter [n=1]; putative phage head-tail adaptor [n=1]; "	"New"	"adaptor"	0.0003360215	0	1
"8473"	"VOG8955"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.0016801075	0.000200441	0.8934135597
"8474"	"VOG8956"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8475"	"VOG8957"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8476"	"VOG8958"	"Bacteria"	4	4	1	1	"hypothetical protein [n=2]; sericin 1 precursor-like protein [n=2]; "	"New"	NA	0.001344086	0	1
"8477"	"VOG8959"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.000672043	0	1
"8478"	"VOG8960"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8479"	"VOG8961"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.0016801075	0	1
"8480"	"VOG8962"	"Bacteria"	4	4	1	0	"No annotation provided [n=2]; hypothetical protein [n=2]; "	"New"	NA	0.001344086	0	1
"8481"	"VOG8963"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8482"	"VOG8964"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8483"	"VOG8965"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8484"	"VOG8966"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8485"	"VOG8967"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8486"	"VOG8968"	"Bacteria"	4	4	2	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8487"	"VOG8969"	"Bacteria"	4	3	2	1	"hypothetical protein [n=4]; "	"New"	NA	0.0010080645	0.000200441	0.8341414479
"8488"	"VOG8970"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.0023521505	0	1
"8489"	"VOG8971"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8490"	"VOG8972"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; putative ABC transporter [n=1]; "	"New"	NA	0.001344086	0	1
"8491"	"VOG8973"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; unknown function protein [n=1]; "	"New"	NA	0.001344086	0	1
"8492"	"VOG8974"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8493"	"VOG8975"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8494"	"VOG8976"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; hyphothetical protein [n=1]; "	"New"	NA	0.0016801075	0	1
"8495"	"VOG8977"	"Bacteria"	4	4	1	0	"hypothetical protein [n=2]; hyphothetical protein [n=1]; hypothetical membrane protein [n=1]; "	"New"	NA	0.001344086	0	1
"8496"	"VOG8978"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; hyphothetical protein [n=1]; "	"New"	NA	0.001344086	0	1
"8497"	"VOG8979"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; hyphothetical protein [n=1]; "	"New"	NA	0.001344086	0	1
"8498"	"VOG8980"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; hyphothetical protein [n=1]; "	"New"	NA	0.001344086	0	1
"8499"	"VOG8981"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; hyphothetical protein [n=1]; "	"New"	NA	0.001344086	0	1
"8500"	"VOG8982"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8501"	"VOG8983"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8502"	"VOG8984"	"Bacteria"	4	4	2	2	"hypothetical protein [n=2]; tellurium resistance protein TerE [n=1]; putative resistance protein [n=1]; "	"New"	NA	0.001344086	0.0457005412	0.0285704469
"8503"	"VOG8985"	"Bacteria"	4	4	2	0	"putative dehalogenase hydrolase-like protein [n=1]; Phi92_gp187 [n=1]; putative hydrolase [n=1]; hypothetical protein [n=1]; "	"New"	NA	0.001344086	0.0128282221	0.0948388936
"8504"	"VOG8986"	"Bacteria"	4	4	2	0	"putative phosphoribosyltransferase-like domain protein [n=1]; Phi92_gp186 [n=1]; hypothetical protein [n=1]; putative orotate phosphoribosyltransferase [n=1]; "	"New"	NA	0.001344086	0.0022048507	0.3787292189
"8505"	"VOG8987"	"Bacteria"	4	4	2	2	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0.0180396873	0.0693407831
"8506"	"VOG8988"	"Bacteria"	4	4	1	1	"hypothetical protein [n=2]; putative minor structural protein [n=1]; "	"New"	NA	0.0329301075	0	1
"8507"	"VOG8989"	"Bacteria"	4	4	2	1	"hypothetical protein [n=3]; hypothetical phage protein [n=1]; "	"New"	NA	0.001344086	0.0004008819	0.7702640111
"8508"	"VOG8990"	"Bacteria"	4	4	1	1	"hypothetical protein [n=3]; gp075 [n=1]; "	"New"	NA	0.001344086	0	1
"8509"	"VOG8991"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.0016801075	0	1
"8510"	"VOG8992"	"Bacteria"	4	4	1	0	"putative dTDP-4-dehydrorhamnose 3,5-epimerase [n=2]; gp186 [n=1]; Phi92_gp065 [n=1]; "	"New"	NA	0.001344086	0.6123471638	0.0021901665
"8511"	"VOG8993"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8512"	"VOG8994"	"Bacteria"	4	4	2	1	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.0023521505	0	1
"8513"	"VOG8995"	"Bacteria"	4	4	2	0	"hypothetical protein [n=3]; Phi92_gp083 [n=1]; "	"New"	NA	0.001344086	0	1
"8514"	"VOG8996"	"Bacteria"	4	4	2	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8515"	"VOG8997"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.0016801075	0	1
"8516"	"VOG8998"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.002688172	0	1
"8517"	"VOG8999"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8518"	"VOG9000"	"Bacteria"	4	4	1	1	"hypothetical protein [n=2]; No annotation provided [n=2]; "	"New"	NA	0.001344086	0	1
"8519"	"VOG9001"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; Phi92_gp225 [n=1]; "	"New"	NA	0.001344086	0	1
"8520"	"VOG9002"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; Phi92_gp235 [n=1]; "	"New"	NA	0.001344086	0	1
"8521"	"VOG9003"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8522"	"VOG9004"	"Bacteria"	4	4	2	0	"hypothetical protein [n=4]; "	"New"	NA	0.0010080645	0	1
"8523"	"VOG9005"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8524"	"VOG9006"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8525"	"VOG9007"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8526"	"VOG9008"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8527"	"VOG9009"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8528"	"VOG9010"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8529"	"VOG9011"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8530"	"VOG9012"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8531"	"VOG9013"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8532"	"VOG9014"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8533"	"VOG9015"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8534"	"VOG9016"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8535"	"VOG9017"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8536"	"VOG9018"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8537"	"VOG9019"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8538"	"VOG9020"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8539"	"VOG9021"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8540"	"VOG9022"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8541"	"VOG9023"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.000672043	0	1
"8542"	"VOG9024"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8543"	"VOG9025"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8544"	"VOG9026"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.0010080645	0	1
"8545"	"VOG9027"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8546"	"VOG9028"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8547"	"VOG9029"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8548"	"VOG9030"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0.006614552	0.168883924
"8549"	"VOG9031"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8550"	"VOG9032"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8551"	"VOG9033"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8552"	"VOG9034"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8553"	"VOG9035"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8554"	"VOG9036"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8555"	"VOG9037"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8556"	"VOG9038"	"Archaea"	4	3	0	0	"tail assembly chaperone [n=4]; "	"New"	"tail protein"	0.0010080645	0	1
"8557"	"VOG9039"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.0016801075	0	1
"8558"	"VOG9040"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8559"	"VOG9041"	"Bacteria"	4	4	1	0	"No annotation provided [n=4]; "	"New"	NA	0.0016801075	0	1
"8560"	"VOG9042"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; peptidyl-tRNA hydrolase [n=1]; "	"New"	NA	0.001344086	0	1
"8561"	"VOG9043"	"Bacteria"	4	3	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.0010080645	0	1
"8562"	"VOG9044"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8563"	"VOG9045"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8564"	"VOG9046"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8565"	"VOG9047"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8566"	"VOG9048"	"Bacteria"	4	4	1	1	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8567"	"VOG9049"	"Bacteria"	4	4	1	1	"hypothetical protein [n=3]; gp23 [n=1]; "	"New"	NA	0.002688172	0	1
"8568"	"VOG9050"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8569"	"VOG9051"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8570"	"VOG9052"	"Archaea"	4	4	0	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0.0014030868	0.4892615475
"8571"	"VOG9053"	"Archaea"	4	4	0	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8572"	"VOG9054"	"Archaea"	4	4	0	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8573"	"VOG9055"	"Archaea"	4	4	0	0	"hypothetical protein [n=4]; "	"New"	NA	0.002016129	0	1
"8574"	"VOG9056"	"Archaea"	4	4	0	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8575"	"VOG9057"	"Archaea"	4	4	0	0	"hypothetical protein [n=4]; "	"New"	NA	0.002016129	0	1
"8576"	"VOG9058"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.0016801075	0	1
"8577"	"VOG9059"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8578"	"VOG9060"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.0023521505	0	1
"8579"	"VOG9061"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.0023521505	0	1
"8580"	"VOG9062"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.0023521505	0	1
"8581"	"VOG9063"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8582"	"VOG9064"	"Bacteria"	4	3	2	0	"putative virion structural protein 19 [n=1]; putative virion structural protein 14 [n=1]; putative virion structural protein 16 [n=1]; putative virion structural protein [n=1]; "	"New"	NA	0.0016801075	0	1
"8583"	"VOG9065"	"Bacteria"	4	4	1	1	"hypothetical protein [n=3]; gp44 [n=1]; "	"New"	NA	0.0053763441	0	1
"8584"	"VOG9066"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8585"	"VOG9067"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.0016801075	0	1
"8586"	"VOG9068"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8587"	"VOG9069"	"Bacteria"	4	4	2	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8588"	"VOG9070"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.0016801075	0	1
"8589"	"VOG9071"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.0016801075	0	1
"8590"	"VOG9072"	"Bacteria"	4	4	1	1	"hypothetical protein [n=3]; gp60 [n=1]; "	"New"	NA	0.001344086	0	1
